品牌,門市名稱,座標,地址,營業時間
星巴克,星巴克台北捷運門市," 25.045918, 121.517479 ",台北市中正區忠孝西路一段49號B1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:30
星巴克,星巴克永康街2F門市," 25.033235, 121.529766 ",台北市大安區永康街2號2樓 & 2號2樓之一,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~21:00
星巴克,星巴克台鐵一門市," 25.047578, 121.517096 ",台北市中正區北平西路3號2樓  台北火車站2樓 ,星期一、星期二、星期三、星期四、星期五、星期六、星期日 10:00~22:00
星巴克,星巴克京站二門市," 25.049345, 121.516825 ",台北市大同區承德路一段1號  京站百貨4 F ,星期一、星期二、星期三、星期四、星期日 11:00~21:30，星期五、星期六 11:00~22:00
星巴克,星巴克京站門市," 25.049334, 121.516875 ",台北市大同區承德路一段1號,星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00
星巴克,星巴克建和門市," 25.025577, 121.537258 ",台北市大安區和平東路二段42-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~20:00
星巴克,星巴克三重正義門市," 25.065975, 121.496569 ",新北市三重區正義北路140號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00
星巴克,星巴克時代寓所門市," 25.044031, 121.523165 ",台北市中正區林森南路7-1號,星期一、星期二、星期三、星期四、星期五 09:30~22:30，星期六、星期日 10:00~22:30
星巴克,星巴克台北圓環門市," 25.053947, 121.51396 ",台北市大同區南京西路288號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克辛亥門市," 25.021689, 121.541163 ",台北市大安區辛亥路二段175號1樓,星期一、星期二、星期三、星期四、星期五 06:30~20:00，星期六、星期日 06:30~19:00
星巴克,星巴克紹興門市," 25.044534, 121.525236 ",台北市中正區忠孝東路一段31號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30
星巴克,星巴克長興門市," 25.017400, 121.544922 ",台北市大安區基隆路三段85號,星期一、星期二、星期三、星期四、星期五 07:30~19:00，星期六、星期日 08:30~15:30
星巴克,星巴克南崁特力門市," 25.0403322, 121.295175 ",桃園市蘆竹區中正路1號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30
星巴克,星巴克大溪門市," 24.882656, 121.289078 ",桃園市大溪區慈湖路49及51號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30
星巴克,星巴克南京西門市," 25.052697, 121.519590 ",台北市大同區南京西路 36號1F,星期一、星期二、星期三、星期四、星期日 07:00~22:00，星期五、星期六 07:00~22:30
星巴克,星巴克三重三和門市," 25.079042, 121.482043 ",新北市三重區三和路四段388-2號,星期一、星期二、星期三、星期四、星期五 07:00~22:00，星期六、星期日 07:30~22:00
星巴克,星巴克保安門市," 25.059275, 121.513337 ",台北市大同區保安街11號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克蘆洲長榮門市," 25.088192, 121.459553 ",新北市蘆洲區長榮路418號1樓,星期一、星期二、星期三、星期四、星期五 06:30~22:00，星期六、星期日 07:00~22:00
星巴克,星巴克興和門市," 25.02559, 121.543649 ",台北市大安區復興南路二段275號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:00~21:00
星巴克,星巴克忠新門市," 25.041994, 121.531747 ",台北市中正區忠孝東路二段134巷2號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30
星巴克,星巴克木新門市," 24.981867, 121.561043 ",台北市文山區木新路3段162號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30
星巴克,星巴克萬芳門市," 24.999701, 121.55761 ",台北市文山區興隆路三段111號,星期一、星期二、星期三、星期四、星期五 06:30~20:00，星期六、星期日 07:30~19:00
星巴克,星巴克三創門市," 25.044731, 121.531253 ",台北市中正區市民大道三段2號,星期一、星期二、星期三、星期四、星期日 09:00~21:30，星期五、星期六 09:00~22:00
星巴克,星巴克蘆洲三民門市," 25.087292, 121.471269 ",新北市蘆洲區三民路120號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克內壢環中東門市," 24.964236, 121.257806 ",桃園市中壢區環中東路168號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00
星巴克,星巴克馬偕門市," 25.057876, 121.521682 ",台北市中山區民生西路7號,星期一、星期二、星期三、星期四、星期五、星期六 06:30~21:30，星期日 08:00~21:30
星巴克,星巴克林森門市," 25.053919, 121.525905 ",台北市中山區林森北路247號1樓,星期一、星期二、星期三、星期四、星期五 07:00~22:00，星期六、星期日 07:30~22:00
星巴克,星巴克興南門市," 25.033544, 121.543769 ",台北市大安區復興南路一段323號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克敦和門市," 25.025518, 121.549111 ",台北市大安區敦化南路二段263號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30
星巴克,星巴克松江長安門市," 25.048631, 121.532688 ",台北市中山區松江路54號1樓,星期一、星期二、星期三、星期四、星期五 07:00~20:30，星期六、星期日 07:30~20:30
星巴克,星巴克南崁門市," 25.049473, 121.291933 ",桃園市蘆竹區南山路一段2-5號,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30
星巴克,星巴克敦南門市," 25.028803, 121.549346 ",台北市大安區敦化南路二段101號1樓,星期一到五 07:00~18:00，星期六到日 休息
星巴克,星巴克民權西門市," 25.062598, 121.520177 ",台北市中山區民權西路62號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00
星巴克,星巴克木柵門市," 24.988713, 121.566859 ",台北市文山區木柵路三段75號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30
星巴克,星巴克敦富門市," 25.03108, 121.549145 ",台北市大安區敦化南路二段59號1樓,星期一、星期二、星期三、星期四、星期五 06:30~20:00，星期六、星期日 07:30~20:00
星巴克,星巴克崇興門市," 25.041501, 121.543089 ",台北市大安區忠孝東路三段300號B2,星期一、星期二、星期三、星期四、星期日 09:00~21:30，星期五、星期六 09:00~22:00
星巴克,星巴克內壢門市," 24.972136, 121.25313 ",桃園市中壢區中華路一段450號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:30~22:00
星巴克,星巴克崇光門市," 25.041692, 121.544811 ",台北市大安區忠孝東路四段45號B1,星期一、星期二、星期三、星期四 09:00~21:30，星期五、星期六、星期日 09:00~22:00
星巴克,星巴克復安門市," 25.042687, 121.544827 ",台北市大安區復興南路一段135巷9號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00
星巴克,星巴克南京建國門市," 25.052171, 121.537158 ",台北市中山區南京東路三段1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00
星巴克,星巴克內壢中華門市," 24.969073, 121.250324 ",桃園市中壢區中華路一段669號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00
星巴克,星巴克桃園台茂門市," 25.053046, 121.287707 ",桃園市蘆竹區南崁路一段112號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 09:00~22:00
星巴克,星巴克松江門市," 25.057816, 121.532923 ",台北市中山區松江路210號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克林森農安門市," 25.064833, 121.525595 ",台北市中山區林森北路568 & 568-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00
星巴克,星巴克重陽集賢門市," 25.089502, 121.489219 ",新北市三重區集賢路137號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00
星巴克,星巴克蘆竹大竹門市," 25.021324, 121.263727 ",桃園市蘆竹區大竹路430-1號,星期一、星期二、星期三、星期四、星期五 06:30~21:00，星期六、星期日 07:00~21:00
星巴克,星巴克龍門門市," 25.041409, 121.548252 ",台北市大安區忠孝東路四段134號,星期一、星期二、星期三、星期四、星期日 07:00~22:00，星期五、星期六 07:00~23:00
星巴克,星巴克通化門市," 25.032516, 121.554426 ",台北市大安區文昌街209號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:30
星巴克,星巴克松江錦州門市," 25.059199, 121.533434 ",台北市中山區松江路239號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00
星巴克,星巴克庫倫承德門市," 25.072019, 121.518938 ",台北市大同區庫倫街51號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30
星巴克,星巴克政大門市," 24.987746, 121.575662 ",台北市文山區指南路二段105號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:00
星巴克,星巴克仁愛國泰門市," 25.037338, 121.554550 ",台北市大安區仁愛路四段304號1樓,星期一、星期二、星期三、星期四、星期五 06:30~20:00，星期六 07:00~18:30，星期日 07:00~17:00
星巴克,星巴克同領門市," 25.041695, 121.55168 ",台北市大安區忠孝東路四段201號,星期一、星期二、星期三、星期四、星期日 07:30~22:30，星期五、星期六 07:30~23:00
星巴克,星巴克南京復興門市," 25.051706, 121.543883 ",台北市中山區南京東路三段224號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00
星巴克,星巴克中壢休息站門市," 25.004332, 121.251936 ",桃園市中壢區內定二街998之3號  中山高速公路中壢休息站 ,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00
星巴克,星巴克慶城門市," 25.052553, 121.544457 ",台北市松山區慶城街1號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00
星巴克,星巴克忠孝延吉門市," 25.041291, 121.553922 ",台北市大安區忠孝東路四段230號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00
星巴克,星巴克北醫門市," 25.027162, 121.563063 ",台北市信義區吳興街252號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六 07:00~18:00，星期日 08:30~18:00
星巴克,星巴克北醫吳興門市," 25.027694, 121.562945 ",台北市信義區吳興街220巷1號,星期一、星期二、星期三、星期四、星期五、星期六 07:00~21:00，星期日 07:30~20:30
星巴克,星巴克南山門市," 25.031731, 121.561236 ",台北市信義區莊敬路168號1F  位於南山人壽總部大樓 ,星期一、星期二、星期三、星期四、星期五 07:30~18:30
星巴克,星巴克台視門市," 25.048081, 121.550496 ",台北市松山區八德路三段10號,星期一、星期二、星期三、星期四、星期日 07:00~21:00，星期五 07:00~21:30，星期六 07:00~20:00
星巴克,星巴克微風南京門市," 25.052189, 121.548679 ",台北市松山區南京東路三段337號一樓,星期一、星期二、星期三、星期日 11:00~21:30，星期四、星期五、星期六 11:00~22:00
星巴克,星巴克世貿一館門市," 25.034145, 121.561824 ",台北市信義區信義路五段5號1樓  近世貿一館基隆路方向13號出入口 ,星期一、星期二、星期三、星期四、星期五 07:30~19:00
星巴克,星巴克中原大學門市," 24.957199, 121.240801 ",桃園市中壢區中北路200號,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~18:00
星巴克,星巴克華視門市," 25.042456, 121.556714 ",台北市大安區光復南路180巷14號,星期一、星期二、星期三、星期四、星期五 07:00~21:30，星期六、星期日 07:30~21:00
星巴克,星巴克龍權門市," 25.062129, 121.540627 ",台北市中山區民權東路三段22號1樓,星期一、星期二、星期三、星期四、星期五 07:00~21:00，星期六、星期日 07:30~21:00
星巴克,星巴克101門市," 25.033114, 121.563672 ",台北市信義區市府路45號1樓  101辦公大樓1樓B.C室   辦公大樓出入口僅限員工出入；101商場B1美食廣場有手扶梯通往門市 ,星期一、星期二、星期三、星期四、星期五 07:30~19:30
